ID;Jugador;Nacionalidad;Posicion;Equipo;Liga;Edad;Nacimiento;Partidos;Partidos-titular;Minutos;Goles;Asistencias;G+A;Gol-Penal;Amarillas;Rojas;Goles-esperados;xAG
1438;Roméo Lavia;be BEL;MF;Chelsea;eng Premier League;19;2004;1;0;33;0;0;0;0;0;0;0.0;0.0
1439;Lázaro;br BRA;FW,MF;Almería;es La Liga;21;2002;14;2;285;0;0;0;0;0;0;0.9;0.5
1440;Valentino Lazaro;at AUT;DF,MF;Torino;it Serie A;27;1996;35;21;1994;0;4;4;0;3;0;1.7;2.9
1441;Darko Lazović;rs SRB;FW,MF;Hellas Verona;it Serie A;32;1990;32;22;1928;3;2;5;2;0;1;2.8;4.4
1442;Manuel Lazzari;it ITA;DF;Lazio;it Serie A;29;1993;24;19;1671;0;2;2;0;4;1;1.0;1.3
1443;Théo Le Bris;fr FRA;DF,MF;Lorient;fr Ligue 1;20;2002;26;15;1516;0;2;2;0;2;0;1.2;1.6
1444;Julien Le Cardinal;fr FRA;DF;Brest;fr Ligue 1;25;1997;12;5;473;0;0;0;0;3;0;0.3;0.1
1445;Julien Le Cardinal;fr FRA;DF;Lens;fr Ligue 1;25;1997;2;0;58;0;0;0;0;0;0;0.0;0.0
1446;Jérémy Le Douaron;fr FRA;FW;Brest;fr Ligue 1;25;1998;33;19;1618;4;0;4;4;3;0;6.2;1.0
1447;Enzo Le Fée;fr FRA;MF;Rennes;fr Ligue 1;23;2000;25;19;1527;0;1;1;0;3;0;0.5;1.8
1448;Vincent Le Goff;fr FRA;DF,MF;Lorient;fr Ligue 1;33;1989;9;8;541;1;1;2;1;1;0;0.1;0.9
1449;Robin Le Normand;es ESP;DF;Real Sociedad;es La Liga;26;1996;29;28;2469;2;0;2;2;13;0;1.0;0.1
1450;Nicola Leali;it ITA;GK;Genoa;it Serie A;30;1993;3;2;176;0;0;0;0;1;0;0.0;0.0
1451;Rafael Leão;pt POR;FW;Milan;it Serie A;24;1999;34;29;2512;9;9;18;9;5;0;10.0;9.1
1452;Adrien Lebeau;fr FRA;MF,FW;Brest;fr Ligue 1;24;1999;7;0;54;0;1;1;0;0;0;0.1;0.5
1453;Jean-Louis Leca;fr FRA;GK;Lens;fr Ligue 1;37;1985;1;1;90;0;0;0;0;0;0;0.0;0.0
1454;Benjamin Lecomte;fr FRA;GK;Montpellier;fr Ligue 1;32;1991;30;30;2700;0;1;1;0;1;0;0.0;0.5
1455;Jeremías Ledesma;ar ARG;GK;Cádiz;es La Liga;30;1993;34;34;3048;0;0;0;0;0;0;0.0;0.1
1456;Pierre Lees-Melou;fr FRA;MF;Brest;fr Ligue 1;30;1993;29;29;2517;4;0;4;4;12;1;2.4;2.4
1457;Diogo Leite;pt POR;DF;Union Berlin;de Bundesliga;24;1999;32;31;2702;0;0;0;0;6;0;0.8;0.2
1458;Maxim Leitsch;de GER;DF;Mainz 05;de Bundesliga;25;1998;7;4;379;0;0;0;0;0;0;0.0;0.0
1459;Florian Lejeune;fr FRA;DF;Rayo Vallecano;es La Liga;32;1991;37;37;3327;3;1;4;3;5;0;3.3;0.7
1460;Stefan Lekovic;rs SRB;DF;Villarreal;es La Liga;19;2004;1;0;29;0;0;0;0;0;0;0.0;0.0
1461;Iñigo Lekue;es ESP;DF;Athletic Club;es La Liga;30;1993;27;22;2002;0;2;2;0;4;0;0.2;1.1
1462;Thomas Lemar;fr FRA;MF;Atlético Madrid;es La Liga;27;1995;3;3;164;0;0;0;0;0;0;0.2;0.0
1463;Mario Lemina;ga GAB;MF;Wolves;eng Premier League;29;1993;35;34;2968;4;1;5;4;12;1;4.6;1.5
1464;Álvaro Lemos;es ESP;DF;Las Palmas;es La Liga;30;1993;4;3;251;0;0;0;0;1;0;0.0;0.0
1465;Ruben Lendinez;es ESP;DF;Valencia;es La Liga;20;2003;1;0;11;0;0;0;0;0;0;0.0;0.0
1466;Clément Lenglet;fr FRA;DF;Aston Villa;eng Premier League;28;1995;14;14;1153;0;1;1;0;3;0;0.9;0.8
1467;Bernd Leno;de GER;GK;Fulham;eng Premier League;31;1992;38;38;3420;0;0;0;0;3;0;0.0;0.0
1468;Christopher Lenz;de GER;DF,MF;RB Leipzig;de Bundesliga;28;1994;5;0;47;0;0;0;0;0;0;0.0;0.1
1469;Christopher Lenz;de GER;DF;Eint Frankfurt;de Bundesliga;28;1994;1;0;10;0;0;0;0;0;0;0.0;0.0
1470;Johann Lepenant;fr FRA;MF;Lyon;fr Ligue 1;20;2002;6;2;253;0;0;0;0;1;0;0.1;0.1
1471;Jefferson Lerma;co COL;MF,DF;Crystal Palace;eng Premier League;28;1994;28;27;2400;1;1;2;1;8;0;2.7;2.2
1472;Léo Leroy;fr FRA;MF;Montpellier;fr Ligue 1;23;2000;21;3;499;0;1;1;0;4;0;0.8;0.7
1473;Robert Lewandowski;pl POL;FW;Barcelona;es La Liga;34;1988;35;32;2750;19;8;27;15;5;0;18.1;4.9
1474;Jamie Leweling;de GER;FW,MF;Stuttgart;de Bundesliga;22;2001;34;17;1523;4;4;8;4;3;0;6.1;3.2
1475;Rico Lewis;eng ENG;DF,MF;Manchester City;eng Premier League;18;2004;16;8;809;2;0;2;2;1;0;0.6;1.1
1476;Keane Lewis-Potter;eng ENG;FW,DF;Brentford;eng Premier League;22;2001;30;15;1441;3;1;4;3;0;0;6.3;1.7
1477;Philipp Lienhart;at AUT;DF;Freiburg;de Bundesliga;27;1996;15;14;1265;1;0;1;1;3;0;1.1;1.1
1478;Matthijs de Ligt;nl NED;DF;Bayern Munich;de Bundesliga;23;1999;22;16;1390;2;0;2;2;5;0;1.7;0.1
1479;Victor Lindelöf;se SWE;DF;Manchester Utd;eng Premier League;29;1994;19;14;1328;1;1;2;1;2;0;0.8;0.3
1480;Jesper Lindstrøm;dk DEN;FW,MF;Napoli;it Serie A;23;2000;22;2;430;0;0;0;0;2;0;0.7;1.0
1481;Jesper Lindstrøm;dk DEN;FW;Eint Frankfurt;de Bundesliga;23;2000;1;1;83;0;0;0;0;0;0;0.2;0.0
1482;Karol Linetty;pl POL;MF;Torino;it Serie A;28;1995;28;19;1858;0;0;0;0;12;0;0.5;0.8
1483;Samuel Lino;br BRA;DF,MF;Atlético Madrid;es La Liga;23;1999;34;25;2080;4;5;9;4;1;0;5.6;4.7
1484;Luca Lipani;it ITA;MF;Sassuolo;it Serie A;18;2005;8;5;384;0;0;0;0;0;0;0.1;0.2
1485;Pol Lirola;es ESP;DF;Frosinone;it Serie A;25;1997;25;18;1536;2;1;3;2;1;0;1.3;1.1
1486;Marcin Listkowski;pl POL;FW;Lecce;it Serie A;25;1998;1;0;8;0;0;0;0;0;0;0.0;0.0
1487;Valentino Livramento;eng ENG;DF;Newcastle Utd;eng Premier League;20;2002;26;12;1314;1;0;1;1;1;0;0.4;0.8
1488;Dejan Ljubicic;at AUT;MF,FW;Köln;de Bundesliga;25;1997;26;24;2048;0;2;2;0;6;0;1.9;3.0
1489;Javier Llabrés;es ESP;MF,FW;Mallorca;es La Liga;20;2002;16;1;247;1;0;1;1;1;0;0.7;0.3
1490;Diego Llorente;es ESP;DF;Roma;it Serie A;29;1993;29;27;2170;1;1;2;1;5;0;0.3;0.6
1491;Marcos Llorente;es ESP;MF,DF;Atlético Madrid;es La Liga;28;1995;37;29;2565;6;4;10;6;5;0;4.1;5.6
1492;Gautier Lloris;fr FRA;DF;Le Havre;fr Ligue 1;28;1995;31;31;2778;2;0;2;2;2;0;2.1;0.2
1493;Abou Lô;sn SEN;MF,DF;Metz;fr Ligue 1;23;2000;6;2;197;0;0;0;0;0;1;0.1;0.3
1494;Giovani Lo Celso;ar ARG;MF;Tottenham;eng Premier League;27;1996;22;4;506;2;2;4;2;2;0;0.6;1.9
1495;Stanislav Lobotka;sk SVK;MF;Napoli;it Serie A;28;1994;38;38;3282;0;1;1;0;4;0;0.6;1.3
1496;Manuel Locatelli;it ITA;MF;Juventus;it Serie A;25;1998;36;34;3008;1;4;5;1;6;0;1.3;1.4
1497;Bradley Locko;fr FRA;DF;Brest;fr Ligue 1;21;2002;33;33;2959;0;3;3;0;5;0;0.3;1.6
1498;Tom Lockyer;wls WAL;DF;Luton Town;eng Premier League;28;1994;14;14;1169;1;1;2;1;4;0;1.1;0.6
1499;Renan Lodi;br BRA;DF;Marseille;fr Ligue 1;25;1998;14;14;1235;0;0;0;0;6;0;0.3;1.3
1500;Ruben Loftus-Cheek;eng ENG;MF;Milan;it Serie A;27;1996;29;26;2068;6;1;7;6;5;0;3.7;2.4
1501;Andy Logbo;fr FRA;FW;Le Havre;fr Ligue 1;19;2004;10;2;248;0;0;0;0;0;0;0.3;0.1
1502;Enzo Loiodice;fr FRA;MF;Las Palmas;es La Liga;22;2000;34;19;1790;0;1;1;0;2;0;0.5;1.3
1503;Sean Longstaff;eng ENG;MF;Newcastle Utd;eng Premier League;25;1997;35;30;2747;6;2;8;6;7;0;6.6;2.3
1504;Ademola Lookman;ng NGA;FW,MF;Atalanta;it Serie A;25;1997;31;22;1894;11;7;18;11;4;0;9.1;5.2
1505;Noah Loosli;ch SUI;DF;Bochum;de Bundesliga;26;1997;10;2;346;0;0;0;0;1;0;0.0;0.0
1506;Anthony Lopes;pt POR;GK;Lyon;fr Ligue 1;32;1990;31;31;2790;0;0;0;0;0;0;0.0;0.3
1507;David López;es ESP;DF;Girona;es La Liga;33;1989;25;25;1965;3;0;3;3;4;0;2.1;0.2
1508;Diego López;es ESP;MF,FW;Valencia;es La Liga;21;2002;36;30;2656;3;6;9;3;2;0;3.7;5.4
1509;Fermin López;es ESP;MF,FW;Barcelona;es La Liga;20;2003;31;14;1446;8;0;8;8;2;0;7.5;1.1
1510;Javi López;es ESP;DF;Alavés;es La Liga;21;2002;32;25;2386;1;3;4;1;3;0;0.9;3.0
1511;Maxime Lopez;fr FRA;MF;Fiorentina;it Serie A;25;1997;19;7;800;0;0;0;0;1;0;0.2;0.6
1512;Maxime Lopez;fr FRA;MF;Sassuolo;it Serie A;25;1997;2;2;140;0;0;0;0;0;1;0.0;0.2
1513;Pau López;es ESP;GK;Marseille;fr Ligue 1;28;1994;33;33;2939;0;0;0;0;1;0;0.0;0.5
1514;Unai López;es ESP;MF;Rayo Vallecano;es La Liga;27;1995;35;28;2108;1;2;3;1;8;0;1.1;2.5
1515;Dion Lopy;sn SEN;MF;Almería;es La Liga;21;2002;30;23;1916;0;0;0;0;5;0;1.3;1.2
1516;Anthony Losilla;fr FRA;MF;Bochum;de Bundesliga;37;1986;31;31;2576;1;2;3;1;10;0;2.3;1.5
1517;Jordan Lotomba;ch SUI;DF;Nice;fr Ligue 1;24;1998;28;21;1804;1;0;1;1;4;0;0.9;1.1
1518;Tom Louchet;fr FRA;MF,DF;Nice;fr Ligue 1;20;2003;13;3;409;1;1;2;1;1;0;1.0;0.7
1519;Imran Louza;ma MAR;MF;Lorient;fr Ligue 1;24;1999;14;10;863;1;3;4;1;1;0;1.1;2.5
1520;Matteo Lovato;it ITA;DF;Torino;it Serie A;23;2000;13;6;544;0;0;0;0;2;0;0.0;0.0
1521;Matteo Lovato;it ITA;DF;Salernitana;it Serie A;23;2000;13;11;947;0;0;0;0;2;0;0.0;0.2
1522;Dejan Lovren;hr CRO;DF;Lyon;fr Ligue 1;34;1989;10;8;718;0;0;0;0;2;1;0.4;0.0
1523;Sandi Lovrić;si SVN;MF;Udinese;it Serie A;25;1998;29;21;1987;1;3;4;1;1;1;3.5;3.3
1524;Max Lowe;eng ENG;DF,MF;Sheffield Utd;eng Premier League;26;1997;10;4;503;0;0;0;0;1;0;0.6;0.7
1525;Anthony Lozano;hn HON;MF,FW;Getafe;es La Liga;30;1993;6;0;92;0;0;0;0;1;0;0.2;0.3
1526;Anthony Lozano;hn HON;FW;Almería;es La Liga;30;1993;13;10;772;3;0;3;3;1;0;3.3;0.7
1527;Lucas;br BRA;DF;Cádiz;es La Liga;22;2001;28;15;1539;1;0;1;1;6;0;0.8;1.9
1528;Lorenzo Lucca;it ITA;FW;Udinese;it Serie A;22;2000;37;30;2592;8;4;12;8;6;0;7.8;1.6
1529;Jhon Lucumí;co COL;DF;Bologna;it Serie A;25;1998;29;23;2217;0;0;0;0;1;0;0.8;0.3
1530;José Luis Gayà;es ESP;DF;Valencia;es La Liga;28;1995;24;22;1791;1;2;3;1;2;0;0.5;2.6
1531;José Luis Morales;es ESP;FW,MF;Villarreal;es La Liga;36;1987;29;8;1048;7;0;7;7;0;0;5.6;0.6
1532;José Luis Palomino;ar ARG;DF;Atalanta;it Serie A;33;1990;4;0;27;0;0;0;0;0;0;0.0;0.0
1533;Douglas Luiz;br BRA;MF;Aston Villa;eng Premier League;25;1998;35;35;2993;9;5;14;5;12;0;6.9;5.4
1534;Romelu Lukaku;be BEL;FW;Roma;it Serie A;30;1993;32;30;2641;13;3;16;13;5;1;9.8;2.4
1535;Castello Lukeba;fr FRA;DF;RB Leipzig;de Bundesliga;20;2002;32;24;2191;1;0;1;1;3;0;0.8;0.1
1536;Dodi Lukebakio;be BEL;FW,MF;Sevilla;es La Liga;25;1997;23;12;1125;5;1;6;5;0;0;5.6;0.7
1537;Saša Lukić;rs SRB;MF;Fulham;eng Premier League;26;1996;24;13;1122;1;0;1;1;3;0;1.6;0.8
1538;Karlo Lulić;hr CRO;MF;Frosinone;it Serie A;27;1996;1;0;19;0;0;0;0;0;0;0.0;0.0
1539;Andriy Lunin;ua UKR;GK;Real Madrid;es La Liga;24;1999;21;21;1890;0;0;0;0;2;0;0.0;0.3
1540;Sebastiano Luperto;it ITA;DF;Empoli;it Serie A;26;1996;38;38;3406;1;1;2;1;4;0;1.7;1.0
1541;Mateus Lusuardi;br BRA;DF;Frosinone;it Serie A;19;2004;4;3;219;0;0;0;0;1;0;0.1;0.0
1542;Andreas Luthe;de GER;GK;Bochum;de Bundesliga;36;1987;1;1;90;0;0;0;0;0;0;0.0;0.0
1543;Zito Luvumbo;ao ANG;FW,MF;Cagliari;it Serie A;21;2002;30;19;1946;4;5;9;4;5;0;4.0;3.1
1544;Charalambos Lykogiannis;gr GRE;DF;Bologna;it Serie A;29;1993;22;10;904;2;1;3;2;2;0;1.3;1.6
1545;Senne Lynen;be BEL;MF;Werder Bremen;de Bundesliga;24;1999;32;20;1797;0;3;3;0;6;0;0.4;1.8
1546;Joshua M'Bahia;ci CIV;MF;Clermont Foot;fr Ligue 1;18;2005;1;0;14;0;0;0;0;1;0;0.0;0.0
1547;Othmane Maamma;fr FRA;FW;Montpellier;fr Ligue 1;17;2005;2;1;88;1;0;1;1;0;0;0.3;0.5
1548;Ian Maatsen;nl NED;FW,MF;Chelsea;eng Premier League;21;2002;12;1;209;0;0;0;0;1;0;0.8;0.1
1549;Ian Maatsen;nl NED;DF;Dortmund;de Bundesliga;21;2002;16;15;1264;2;2;4;2;5;0;0.9;1.4
1550;Alexis Mac Allister;ar ARG;MF;Liverpool;eng Premier League;24;1998;33;31;2599;5;5;10;4;7;1;3.7;3.6
1551;Deiver Machado;co COL;DF;Lens;fr Ligue 1;29;1993;19;13;1124;4;0;4;4;4;0;1.7;1.3
1552;Darwin Machís;ve VEN;MF;Cádiz;es La Liga;30;1993;21;10;785;4;0;4;3;0;1;1.4;0.7
1553;James Maddison;eng ENG;MF;Tottenham;eng Premier League;26;1996;28;26;2135;4;9;13;4;5;0;6.4;5.9
1554;Noni Madueke;eng ENG;FW;Chelsea;eng Premier League;21;2002;23;13;1053;5;2;7;4;2;0;2.5;2.6
1555;Pablo Maffeo;es ESP;DF;Mallorca;es La Liga;26;1997;22;17;1454;1;2;3;1;3;1;0.8;0.9
1556;Gabriel Magalhães;br BRA;DF;Arsenal;eng Premier League;25;1997;36;34;3044;4;0;4;4;4;0;4.3;0.7
1557;Soungoutou Magassa;fr FRA;DF,MF;Monaco;fr Ligue 1;19;2003;21;15;1346;0;0;0;0;7;0;0.6;0.1
1558;Giulio Maggiore;it ITA;MF;Salernitana;it Serie A;25;1998;27;20;1800;4;2;6;4;9;1;2.3;1.1
1559;Matej Maglica;hr CRO;DF;Darmstadt 98;de Bundesliga;24;1998;26;21;1698;1;0;1;1;7;2;0.6;0.7
1560;Giangiacomo Magnani;it ITA;DF;Hellas Verona;it Serie A;27;1995;33;27;2444;0;0;0;0;6;0;0.5;0.2
1561;Hugo Magnetti;fr FRA;MF;Brest;fr Ligue 1;25;1998;33;30;2340;2;0;2;2;6;0;2.4;1.8
1562;Yohann Magnin;fr FRA;MF;Clermont Foot;fr Ligue 1;26;1997;31;17;1687;1;0;1;1;2;0;1.6;0.7
1563;Frank Magri;cm CMR;FW,MF;Toulouse;fr Ligue 1;23;1999;29;14;1438;5;2;7;5;5;0;3.1;1.6
1564;Harry Maguire;eng ENG;DF;Manchester Utd;eng Premier League;30;1993;22;18;1653;2;2;4;2;4;0;2.0;1.2
1565;Jon Magunacelaya;es ESP;FW,MF;Real Sociedad;es La Liga;23;2000;5;1;121;0;0;0;0;0;0;0.3;0.5
1566;Adel Mahamoud;km COM;FW;Nantes;fr Ligue 1;20;2003;1;0;10;0;0;0;0;0;0;0.0;0.0
1567;Arne Maier;de GER;MF;Augsburg;de Bundesliga;24;1999;22;10;1003;2;4;6;2;0;0;1.5;2.3
1568;Habib Maïga;ci CIV;MF,FW;Metz;fr Ligue 1;27;1996;7;1;147;0;0;0;0;0;0;0.1;0.0
1569;Mike Maignan;fr FRA;GK;Milan;it Serie A;28;1995;29;29;2609;0;1;1;0;1;1;0.0;0.3
1570;Linton Maina;de GER;FW,MF;Köln;de Bundesliga;24;1999;31;21;1901;1;3;4;1;4;0;1.9;3.1
1571;Patrick Mainka;de GER;DF;Heidenheim;de Bundesliga;28;1994;34;34;3060;2;0;2;2;1;0;3.2;0.1
1572;Kobbie Mainoo;eng ENG;MF;Manchester Utd;eng Premier League;18;2005;24;24;1924;3;1;4;3;3;0;0.9;0.7
1573;Ainsley Maitland-Niles;eng ENG;DF,MF;Lyon;fr Ligue 1;25;1997;23;16;1432;1;4;5;0;1;1;3.0;2.1
1574;Radosław Majecki;pl POL;GK;Monaco;fr Ligue 1;23;1999;12;12;1080;0;0;0;0;1;0;0.0;0.0
1575;Lovro Majer;hr CRO;MF;Rennes;fr Ligue 1;25;1998;1;0;16;0;0;0;0;0;0;0.0;0.3
1576;Lovro Majer;hr CRO;MF,FW;Wolfsburg;de Bundesliga;25;1998;32;25;2106;5;5;10;3;5;0;5.4;3.2
1577;Jean-Victor Makengo;fr FRA;MF,FW;Lorient;fr Ligue 1;25;1998;11;5;479;0;0;0;0;0;0;0.3;0.0
1578;Jordy Makengo;fr FRA;DF;Freiburg;de Bundesliga;21;2001;20;10;1026;0;0;0;0;1;0;0.2;0.2
1579;Antoine Makoumbou;cg CGO;MF;Cagliari;it Serie A;25;1998;32;32;2702;1;0;1;1;5;2;0.7;0.9
1580;Nemanja Maksimović;rs SRB;MF;Getafe;es La Liga;28;1995;37;37;3265;4;0;4;4;4;0;5.5;1.1
1581;Julián Malatini;ar ARG;DF;Werder Bremen;de Bundesliga;22;2001;11;6;602;1;0;1;1;1;0;1.0;0.2
1582;Daniel Maldini;it ITA;MF,FW;Monza;it Serie A;21;2001;11;2;333;4;1;5;4;0;0;1.3;1.2
1583;Daniel Maldini;it ITA;FW,MF;Empoli;it Serie A;21;2001;7;3;263;0;0;0;0;1;0;0.3;0.0
1584;Youssef Maleh;ma MAR;MF;Empoli;it Serie A;24;1998;34;30;2602;0;1;1;0;11;0;1.6;2.4
1585;Donyell Malen;nl NED;FW,MF;Dortmund;de Bundesliga;24;1999;27;21;1781;13;1;14;13;5;0;9.5;3.0
1586;Ruslan Malinovskyi;ua UKR;MF;Genoa;it Serie A;30;1993;28;18;1544;4;1;5;4;7;0;1.1;0.6
1587;Lennard Maloney;us USA;MF;Heidenheim;de Bundesliga;23;1999;29;27;2284;1;1;2;1;1;0;0.8;1.1
1588;Aaron Malouda;fr FRA;FW;Lille;fr Ligue 1;17;2005;1;0;1;0;0;0;0;0;0;0.0;0.0
1589;Giorgi Mamardashvili;ge GEO;GK;Valencia;es La Liga;22;2000;37;37;3284;0;0;0;0;3;1;0.0;0.4
1590;David Mamutovic;de GER;FW,DF;Mainz 05;de Bundesliga;22;2000;2;0;11;0;0;0;0;0;0;0.0;0.0
1591;Wilson Manafá;pt POR;DF,MF;Granada;es La Liga;29;1994;4;3;240;0;0;0;0;1;0;0.0;0.3
1592;Hianga Mananga Mbock;fr FRA;MF,FW;Brest;fr Ligue 1;23;1999;2;0;9;0;0;0;0;0;0;0.1;0.2
1593;Gianluca Mancini;it ITA;DF;Roma;it Serie A;27;1996;36;34;2869;4;1;5;4;9;0;1.9;1.1
1594;Marco Mancosu;it ITA;MF,FW;Cagliari;it Serie A;34;1988;6;3;156;0;0;0;0;0;0;1.2;0.2
1595;Steve Mandanda;fr FRA;GK;Rennes;fr Ligue 1;38;1985;34;34;3060;0;0;0;0;1;0;0.0;0.0
1596;Christos Mandas;gr GRE;GK;Lazio;it Serie A;21;2001;9;8;721;0;0;0;0;0;0;0.0;0.0
1597;Reinildo Mandava;mz MOZ;DF;Atlético Madrid;es La Liga;29;1994;16;7;731;2;1;3;2;2;0;0.9;0.6
1598;Aïssa Mandi;dz ALG;DF;Villarreal;es La Liga;31;1991;16;12;1113;1;0;1;1;3;0;0.6;0.7
1599;Rolando Mandragora;it ITA;MF;Fiorentina;it Serie A;26;1997;33;16;1588;3;3;6;3;5;0;3.5;1.6
1600;Orel Mangala;be BEL;MF;Nott'ham Forest;eng Premier League;25;1998;20;19;1563;1;0;1;1;6;0;0.8;0.2
1601;Orel Mangala;be BEL;MF;Lyon;fr Ligue 1;25;1998;8;4;398;2;0;2;2;0;0;1.0;0.7
1602;Vito Mannone;it ITA;GK;Lille;fr Ligue 1;35;1988;2;1;91;0;0;0;0;0;0;0.0;0.0
1603;Kostas Manolas;gr GRE;DF;Salernitana;it Serie A;32;1991;8;6;488;0;0;0;0;0;0;0.1;0.1
1604;Javier Manquillo;es ESP;DF,MF;Celta Vigo;es La Liga;29;1994;12;10;744;0;1;1;0;3;0;0.1;0.2
1605;Braydon Manu;gh GHA;MF;Darmstadt 98;de Bundesliga;26;1997;4;3;171;0;0;0;0;1;0;0.4;0.1
1606;Benson Manuel;ao ANG;MF,FW;Burnley;eng Premier League;26;1997;8;1;116;0;0;0;0;0;0;0.1;0.0
1607;Faitout Maouassa;fr FRA;DF,MF;Granada;es La Liga;25;1998;6;2;229;0;1;1;0;0;0;0.2;0.5
1608;Faitout Maouassa;fr FRA;MF,DF;Lens;fr Ligue 1;25;1998;3;1;76;0;0;0;0;0;0;0.1;0.1
1609;Marcão;br BRA;DF;Sevilla;es La Liga;27;1996;7;3;355;0;0;0;0;2;0;0.0;0.2
1610;Solly March;eng ENG;FW,DF;Brighton;eng Premier League;29;1994;7;7;554;3;1;4;3;1;0;2.0;1.0
1611;Riccardo Marchizza;it ITA;DF;Frosinone;it Serie A;25;1998;13;13;1148;0;4;4;0;1;0;0.4;0.8
1612;Gian Marco Ferrari;it ITA;DF;Sassuolo;it Serie A;31;1992;31;25;2272;1;0;1;1;4;0;1.6;0.3
1613;Óscar de Marcos;es ESP;DF;Athletic Club;es La Liga;34;1989;28;26;2258;1;5;6;1;5;0;0.6;3.1
1614;Alberto Marí;es ESP;FW;Valencia;es La Liga;22;2001;16;2;276;1;1;2;0;0;0;1.8;0.9
1615;José Mari;es ESP;MF,FW;Cádiz;es La Liga;35;1987;3;0;14;0;0;0;0;1;0;0.0;0.0
1616;Pablo Marí;es ESP;DF;Monza;it Serie A;29;1993;34;30;2615;0;0;0;0;7;0;0.4;0.3
1617;José María Giménez;uy URU;DF;Atlético Madrid;es La Liga;28;1995;22;14;1326;0;0;0;0;5;0;0.4;0.1
1618;Mariano;do DOM;FW,MF;Sevilla;es La Liga;29;1993;9;2;244;0;0;0;0;1;0;1.2;0.1
1619;Mirko Marić;hr CRO;FW;Monza;it Serie A;28;1995;10;1;287;1;0;1;1;0;1;0.9;0.5
1620;Rafa Marín;es ESP;DF;Alavés;es La Liga;21;2002;33;27;2443;0;0;0;0;6;0;0.7;0.3
1621;Răzvan Marin;ro ROU;MF;Empoli;it Serie A;27;1996;30;20;1818;0;3;3;0;3;0;1.1;3.0
1622;Diego Mariño;es ESP;GK;Almería;es La Liga;33;1990;1;1;90;0;0;0;0;0;0;0.0;0.0
1623;Guillermo Maripán;cl CHI;DF;Monaco;fr Ligue 1;29;1994;23;21;1767;1;0;1;1;0;1;0.4;0.5
1624;Mika Màrmol;es ESP;DF;Las Palmas;es La Liga;21;2002;36;36;3178;0;1;1;0;6;1;0.2;1.0
1625;Omar Marmoush;eg EGY;FW,MF;Eint Frankfurt;de Bundesliga;24;1999;29;27;2301;12;6;18;10;7;0;11.6;4.4
1626;Marquinhos;br BRA;FW,MF;Nantes;fr Ligue 1;20;2003;7;1;154;0;0;0;0;0;0;0.3;0.7
1627;Marquinhos;br BRA;DF;Paris S-G;fr Ligue 1;29;1994;21;18;1537;0;1;1;0;1;0;0.4;0.5
1628;Unai Marrero;es ESP;GK;Real Sociedad;es La Liga;21;2001;2;1;142;0;0;0;0;0;0;0.0;0.0
1629;Agustín Martegani;ar ARG;MF;Salernitana;it Serie A;23;2000;18;6;731;1;0;1;1;1;0;0.6;0.5
1630;Eric Martel;de GER;MF;Köln;de Bundesliga;21;2002;30;29;2457;1;1;2;1;6;0;2.2;1.1
1631;Roger Martí;es ESP;FW;Cádiz;es La Liga;32;1991;23;18;1359;2;3;5;2;3;0;2.8;2.9
1632;Anthony Martial;fr FRA;FW;Manchester Utd;eng Premier League;27;1995;13;5;448;1;0;1;1;0;0;1.2;0.2
1633;Aarón Martín;es ESP;DF;Genoa;it Serie A;26;1997;22;17;1376;0;1;1;0;4;1;0.2;1.7
1634;Iván Martín;es ESP;MF;Girona;es La Liga;24;1999;36;33;2729;5;4;9;5;5;0;2.9;3.4
1635;Jon Martin;es ESP;DF;Real Sociedad;es La Liga;17;2006;1;0;24;0;0;0;0;0;0;0.0;0.0
1636;Jonas Martin;fr FRA;MF;Brest;fr Ligue 1;33;1990;31;9;1208;0;1;1;0;5;0;1.2;0.9
1637;Mario Martín;es ESP;MF;Real Madrid;es La Liga;19;2004;2;0;18;0;0;0;0;0;0;0.0;0.0
1638;Gabriel Martinelli;br BRA;FW;Arsenal;eng Premier League;22;2001;35;24;2019;6;4;10;6;1;0;6.8;6.1
1639;Tommaso Martinelli;it ITA;GK;Fiorentina;it Serie A;17;2006;1;1;90;0;0;0;0;0;0;;
1640;Arnau Martinez;es ESP;DF;Girona;es La Liga;20;2003;21;14;1241;0;2;2;0;5;0;0.2;1.4
1641;Emiliano Martínez;ar ARG;GK;Aston Villa;eng Premier League;30;1992;34;34;3015;0;0;0;0;4;0;0.0;0.0
1642;Iñigo Martínez;es ESP;DF;Barcelona;es La Liga;32;1991;20;13;1296;0;0;0;0;5;0;0.4;0.0
1643;Josep Martinez;es ESP;GK;Genoa;it Serie A;25;1998;36;36;3239;0;0;0;0;4;1;0.0;0.0
1644;Lautaro Martínez;ar ARG;FW;Inter;it Serie A;25;1997;33;31;2656;24;3;27;22;5;0;17.6;3.6
1645;Lisandro Martínez;ar ARG;DF;Manchester Utd;eng Premier League;25;1998;11;8;646;0;1;1;0;3;0;0.0;0.1
1646;Marc Martínez;es ESP;GK;Granada;es La Liga;33;1990;3;3;270;0;0;0;0;0;0;0.0;0.0
1647;Lucas Martínez Quarta;ar ARG;DF;Fiorentina;it Serie A;27;1996;29;26;2291;5;1;6;5;9;0;2.7;1.8
1648;Adam Marušić;me MNE;DF;Lazio;it Serie A;30;1992;37;37;3100;1;0;1;1;3;1;0.4;0.8
